,Name,Code,Big Theme,Theme,Source,Source acronym,Comment,Last update,Frequency,Measure,Unit,Status
Importações (FOB) - origem: Líbano,Importações (FOB) - origem: Líbano,SECEX12_M431FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Líbano. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
Importações (FOB) - origem: Libéria,Importações (FOB) - origem: Libéria,SECEX12_M434FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Libéria. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
Importações (FOB) - origem: Líbia,Importações (FOB) - origem: Líbia,SECEX12_M438FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Líbia. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
Importações (FOB) - origem: Liechtenstein,Importações (FOB) - origem: Liechtenstein,SECEX12_M440FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Liechtenstein. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
Importações (FOB) - origem: Lituânia,Importações (FOB) - origem: Lituânia,SECEX12_M442FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Lituânia. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
Importações (FOB) - origem: Luxemburgo,Importações (FOB) - origem: Luxemburgo,SECEX12_M445FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Luxemburgo. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
Importações (FOB) - origem: Macau,Importações (FOB) - origem: Macau,SECEX12_M447FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Macau. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
"Importações (FOB) - origem: Macedônia, Antiga República Iugoslava da","Importações (FOB) - origem: Macedônia, Antiga República Iugoslava da",SECEX12_M449FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Macedônia, Antiga República Iugoslava da. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:22:00.673-03:00,Mensal,US$,,A
Importações (FOB) - origem: Madagascar,Importações (FOB) - origem: Madagascar,SECEX12_M450FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Madagascar. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:22:00.673-03:00,Mensal,US$,,A
"Importações (FOB) - origem: Madeira, Ilha da","Importações (FOB) - origem: Madeira, Ilha da",SECEX12_M452FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Madeira, Ilha da. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:22:00.673-03:00,Mensal,US$,,A
Importações (FOB) - origem: Malásia,Importações (FOB) - origem: Malásia,SECEX12_M455FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Malásia. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
